inspection_id,timestamp,ligne,produit,camera_id,defaut_detecte,type_defaut,confiance_ia_pct,score_qualite,largeur_mm,hauteur_mm,poids_g,temps_inspection_ms,decision,operateur_validation,shift,cout_non_qualite_mad
QC-01871,2026-05-12 12:30,Machine Vision 2,Pièce A,CAM-6,True,Assemblage,63.69,34.73,49.99,82.53,134.95,96.4,Accepté,Corrigé,Nuit,10.1
QC-01872,2026-06-02 11:45,Machine Vision 1,Pièce B,CAM-5,False,Aucun,91.69,90.34,50.08,79.86,119.9,137.9,Accepté,Non vérifié,Après-midi,4.77
QC-01873,2026-05-17 09:00,Presse A,Pièce B,CAM-3,False,Aucun,78.93,68.88,50.03,78.76,124.09,112.8,Accepté,Corrigé,Nuit,2.93
QC-01874,2026-03-31 11:00,Ligne Assemblage B,Pièce C,CAM-1,False,Aucun,74.92,56.21,50.84,80.79,118.31,200.6,Accepté,Validé,Matin,4.59
QC-01875,2026-02-26 07:45,Machine Vision 1,Pièce C,CAM-2,False,Aucun,85.39,61.33,47.93,81.23,133.41,102.8,Accepté,Corrigé,Nuit,3.52
QC-01876,2026-04-29 17:30,Presse A,Pièce A,CAM-6,False,Aucun,91.56,62.09,50.64,78.25,124.88,36.9,Accepté,Corrigé,Après-midi,2.85
QC-01877,2026-01-21 19:00,Presse A,Pièce C,CAM-3,True,Assemblage,81.7,46.11,49.39,81.27,108.56,74.4,Rejet,Corrigé,Après-midi,129.63
QC-01878,2026-02-02 15:30,Ligne Assemblage B,Boîte D,CAM-7,True,Dimension,57.58,67.52,48.86,76.56,123.67,189.4,Accepté,Validé,Après-midi,72.98
QC-01879,2026-05-25 08:00,Convoyeur C,Pièce C,CAM-6,False,Aucun,94.96,88.01,49.73,80.13,118.55,54.0,Accepté,Non vérifié,Après-midi,4.85
QC-01880,2026-03-21 15:00,Machine Vision 2,Boîte D,CAM-1,False,Aucun,95.42,87.52,49.75,79.06,117.4,129.7,Accepté,Corrigé,Après-midi,2.48
QC-01881,2026-03-22 08:45,Ligne Assemblage B,Boîte D,CAM-5,False,Aucun,85.17,62.65,48.26,84.11,121.67,16.6,Accepté,Corrigé,Nuit,3.93
QC-01882,2026-05-13 13:15,Presse A,Pièce A,CAM-7,True,Couleur,75.37,52.6,47.89,79.38,119.44,44.3,Rejet,Validé,Après-midi,93.5
QC-01883,2026-03-11 08:00,Ligne Assemblage B,Pièce C,CAM-8,False,Aucun,88.18,95.16,50.12,78.93,125.18,68.9,Accepté,Validé,Nuit,7.96
QC-01884,2026-05-13 08:45,Ligne Assemblage B,Pièce B,CAM-1,False,Aucun,85.59,92.34,50.82,82.29,125.45,116.1,Accepté,Corrigé,Nuit,7.28
QC-01885,2026-06-10 12:30,Convoyeur C,Pièce C,CAM-7,False,Aucun,95.64,76.57,50.07,80.87,111.99,117.7,Accepté,Corrigé,Après-midi,3.3
QC-01886,2026-03-12 18:30,Ligne Assemblage B,Pièce B,CAM-7,True,Fissure,62.85,25.81,50.31,80.61,124.77,2.2,Accepté,Validé,Après-midi,87.39
QC-01887,2026-01-16 11:15,Machine Vision 2,Pièce A,CAM-3,False,Aucun,84.09,68.66,47.92,78.14,126.49,120.2,Accepté,Non vérifié,Nuit,3.2
QC-01888,2026-05-01 14:30,Presse A,Pièce C,CAM-1,False,Aucun,77.63,88.68,49.07,77.38,119.31,75.4,Accepté,Validé,Après-midi,6.48
QC-01889,2026-04-15 14:45,Presse A,Pièce C,CAM-1,False,Aucun,83.13,96.06,48.58,80.32,110.96,35.7,Accepté,Validé,Après-midi,1.33
QC-01890,2026-02-05 21:45,Ligne Assemblage B,Pièce A,CAM-7,True,Fissure,77.78,35.01,46.12,78.1,126.96,101.5,Rejet,Validé,Nuit,147.45
QC-01891,2026-05-29 22:00,Machine Vision 2,Boîte D,CAM-4,False,Aucun,82.28,91.34,49.02,80.62,123.62,97.3,Accepté,Validé,Nuit,7.91
QC-01892,2026-04-02 14:45,Convoyeur C,Pièce B,CAM-8,False,Aucun,83.44,89.04,48.03,80.4,129.29,120.0,Accepté,Validé,Après-midi,0.64
QC-01893,2026-03-28 09:00,Ligne Assemblage B,Pièce A,CAM-8,True,Dimension,68.86,48.34,51.18,74.55,124.55,64.1,Accepté,Validé,Matin,75.46
QC-01894,2026-04-27 08:45,Convoyeur C,Pièce C,CAM-2,False,Aucun,71.15,88.19,50.24,79.7,138.89,10.5,Accepté,Non vérifié,Après-midi,1.13
QC-01895,2026-02-18 12:45,Machine Vision 2,Boîte D,CAM-6,False,Aucun,87.52,95.84,52.36,80.0,99.6,41.0,Accepté,Corrigé,Après-midi,6.11
QC-01896,2026-06-04 07:00,Ligne Assemblage B,Pièce B,CAM-4,True,Couleur,68.04,33.15,48.6,81.14,119.98,80.5,Accepté,Validé,Après-midi,149.24
QC-01897,2026-01-13 21:30,Convoyeur C,Pièce A,CAM-4,True,Dimension,64.37,27.03,50.07,77.95,111.78,56.5,Accepté,Non vérifié,Matin,95.25
QC-01898,2026-03-14 06:15,Machine Vision 2,Boîte D,CAM-7,False,Aucun,77.63,50.0,48.57,80.33,117.34,109.9,Accepté,Corrigé,Nuit,6.72
QC-01899,2026-01-23 10:30,Ligne Assemblage B,Pièce A,CAM-7,True,Couleur,98.08,45.27,53.33,76.29,126.4,70.2,Rejet,Validé,Matin,98.15
QC-01900,2026-02-14 19:15,Ligne Assemblage B,Pièce A,CAM-6,True,Assemblage,72.38,27.84,52.22,78.55,118.33,22.7,Rejet,Corrigé,Après-midi,175.79
QC-01901,2026-05-29 18:45,Presse A,Pièce C,CAM-3,True,Fissure,57.23,50.47,48.79,79.87,121.13,70.0,Accepté,Corrigé,Matin,64.61
QC-01902,2026-05-07 15:30,Machine Vision 2,Boîte D,CAM-3,True,Rayure,65.56,58.23,49.09,79.47,130.67,7.1,Accepté,Corrigé,Nuit,84.03
QC-01903,2026-04-18 19:15,Convoyeur C,Boîte D,CAM-5,True,Assemblage,68.0,69.8,47.27,74.11,117.35,216.6,Accepté,Non vérifié,Nuit,133.7
QC-01904,2026-03-07 09:30,Machine Vision 1,Pièce B,CAM-3,False,Aucun,77.12,54.16,47.82,76.48,129.75,22.8,Accepté,Non vérifié,Nuit,7.12
QC-01905,2026-03-29 19:15,Convoyeur C,Pièce C,CAM-4,False,Aucun,75.51,53.69,50.39,85.67,123.21,45.8,Accepté,Corrigé,Matin,5.39
QC-01906,2026-04-08 11:45,Convoyeur C,Pièce C,CAM-5,False,Aucun,86.52,80.41,48.15,78.82,127.32,138.3,Accepté,Non vérifié,Nuit,6.7
QC-01907,2026-06-19 12:45,Ligne Assemblage B,Pièce B,CAM-5,True,Dimension,66.76,42.42,47.77,79.33,119.02,7.8,Accepté,Non vérifié,Après-midi,154.7
QC-01908,2026-04-14 15:45,Presse A,Pièce A,CAM-8,False,Aucun,84.38,57.19,49.8,75.82,122.51,3.2,Accepté,Non vérifié,Matin,2.54
QC-01909,2026-02-03 06:15,Ligne Assemblage B,Pièce A,CAM-4,False,Aucun,95.45,73.62,51.99,80.28,113.9,159.8,Accepté,Corrigé,Nuit,7.79
QC-01910,2026-05-27 19:15,Ligne Assemblage B,Pièce C,CAM-8,False,Aucun,94.95,56.84,50.58,76.98,142.19,39.4,Accepté,Validé,Matin,4.96
QC-01911,2026-01-06 22:15,Ligne Assemblage B,Boîte D,CAM-6,False,Aucun,86.13,92.3,49.38,82.05,131.3,42.7,Accepté,Validé,Après-midi,5.73
QC-01912,2026-04-29 08:15,Ligne Assemblage B,Pièce A,CAM-8,False,Aucun,73.01,72.45,49.51,77.24,126.5,197.3,Accepté,Corrigé,Matin,7.01
QC-01913,2026-05-09 14:15,Ligne Assemblage B,Pièce C,CAM-2,False,Aucun,87.35,67.89,47.38,82.23,116.23,123.0,Accepté,Corrigé,Après-midi,6.41
QC-01914,2026-02-03 14:00,Machine Vision 1,Pièce A,CAM-8,True,Fissure,90.41,69.13,49.06,77.99,124.24,74.1,Rejet,Corrigé,Après-midi,157.37
QC-01915,2026-02-07 20:30,Convoyeur C,Boîte D,CAM-1,False,Aucun,90.29,57.25,52.29,77.66,127.07,188.9,Accepté,Corrigé,Nuit,7.56
QC-01916,2026-02-27 09:00,Convoyeur C,Pièce C,CAM-2,True,Rayure,85.1,68.03,49.52,71.89,128.53,32.3,Rejet,Corrigé,Matin,130.12
QC-01917,2026-03-10 13:00,Convoyeur C,Pièce B,CAM-5,False,Aucun,89.37,69.49,54.89,81.74,99.44,46.9,Accepté,Non vérifié,Après-midi,7.34
QC-01918,2026-06-11 14:00,Presse A,Pièce C,CAM-1,False,Aucun,92.72,84.72,47.37,72.59,126.16,185.5,Accepté,Non vérifié,Nuit,6.56
QC-01919,2026-03-20 15:30,Presse A,Pièce A,CAM-6,False,Aucun,70.46,99.96,49.07,81.24,122.06,81.2,Accepté,Non vérifié,Nuit,1.9
QC-01920,2026-04-09 08:00,Machine Vision 1,Pièce B,CAM-7,False,Aucun,93.29,76.9,50.94,79.63,,100.5,Accepté,Non vérifié,Nuit,0.16
QC-01921,2026-04-04 10:45,Machine Vision 2,Pièce A,CAM-5,True,Fissure,92.03,69.25,50.88,81.75,130.02,119.9,Rejet,Corrigé,Nuit,121.03
QC-01922,2026-03-07 11:45,Machine Vision 1,Pièce A,CAM-3,False,Aucun,88.1,82.61,48.76,77.01,120.9,253.2,Accepté,Non vérifié,Nuit,0.56
QC-01923,2026-06-24 10:00,Machine Vision 2,Pièce C,CAM-2,False,Aucun,70.21,62.36,49.53,80.96,113.72,189.8,Accepté,Validé,Matin,7.62
QC-01924,2026-01-01 11:00,Machine Vision 2,Pièce B,CAM-1,False,Aucun,91.37,71.14,48.33,79.42,125.26,19.3,Accepté,Corrigé,Après-midi,3.37
QC-01925,2026-03-07 19:15,Presse A,Boîte D,CAM-6,False,Aucun,94.77,94.17,49.51,82.16,124.52,53.5,Accepté,Corrigé,Matin,4.42
QC-01926,2026-06-13 15:00,Ligne Assemblage B,Pièce A,CAM-1,True,Couleur,62.03,25.6,49.94,81.68,120.92,120.9,Accepté,Validé,Matin,36.09
QC-01927,2026-04-16 19:00,Convoyeur C,Pièce C,CAM-5,False,Aucun,76.77,51.06,48.67,84.83,121.01,63.3,Accepté,Validé,Nuit,2.5
QC-01928,2026-06-02 22:15,Convoyeur C,Pièce C,CAM-4,False,Aucun,97.17,81.72,44.68,83.6,117.14,96.6,Accepté,Non vérifié,Matin,0.9
QC-01929,2026-01-28 18:00,Presse A,Pièce A,CAM-1,True,Rayure,89.72,38.09,51.92,81.94,106.88,78.6,Rejet,Validé,Nuit,168.78
QC-01930,2026-05-24 06:15,Convoyeur C,Boîte D,CAM-3,False,Aucun,77.25,87.19,54.66,79.65,108.57,132.0,Accepté,Validé,Après-midi,0.33
QC-01931,2026-02-12 21:45,Machine Vision 2,Pièce C,CAM-2,False,Aucun,76.36,60.07,48.78,82.53,116.14,160.6,Accepté,Corrigé,Après-midi,7.89
QC-01932,2026-02-23 17:00,Machine Vision 1,Pièce B,CAM-6,True,Couleur,92.79,64.32,46.41,73.92,131.31,63.9,Rejet,Non vérifié,Après-midi,163.96
QC-01933,2026-04-11 11:15,Ligne Assemblage B,Boîte D,CAM-4,False,Aucun,79.12,55.15,50.85,80.7,121.81,131.6,Accepté,Corrigé,Matin,3.25
QC-01934,2026-01-01 22:00,Presse A,Pièce A,CAM-3,False,Aucun,78.08,77.01,50.1,78.99,111.12,59.2,Accepté,Corrigé,Nuit,2.32
QC-01935,2026-03-09 08:45,Ligne Assemblage B,Boîte D,CAM-3,False,Aucun,71.84,75.78,48.08,80.27,124.86,21.9,Accepté,Non vérifié,Nuit,0.6
QC-01936,2026-03-02 16:45,Presse A,Pièce B,CAM-6,False,Aucun,94.5,69.34,49.66,82.69,129.59,132.6,Accepté,Non vérifié,Après-midi,0.75
QC-01937,2026-01-23 09:30,Presse A,Pièce C,CAM-5,False,Aucun,86.27,62.06,51.51,79.11,113.04,99.6,Accepté,Corrigé,Après-midi,
QC-01938,2026-06-13 14:45,Presse A,Pièce B,CAM-5,False,Aucun,86.42,60.57,51.37,78.35,122.9,16.9,Accepté,Corrigé,Matin,4.01
QC-01939,2026-01-21 06:45,Ligne Assemblage B,Pièce A,CAM-6,True,Fissure,66.22,29.22,50.21,76.26,125.48,68.9,Accepté,Corrigé,Après-midi,49.05
QC-01940,2026-02-02 16:15,Machine Vision 2,Pièce C,CAM-5,False,Aucun,79.89,90.2,48.38,80.03,128.75,81.3,Accepté,Corrigé,Nuit,1.88
QC-01941,2026-02-22 14:00,Ligne Assemblage B,Boîte D,CAM-4,False,Aucun,84.43,59.99,52.27,81.65,131.72,173.4,Accepté,Non vérifié,Nuit,3.46
QC-01942,2026-06-28 21:15,Presse A,Pièce A,CAM-5,True,Rayure,56.87,68.69,49.53,85.21,131.04,34.1,Accepté,Non vérifié,Matin,129.2
QC-01943,2026-06-21 19:45,Ligne Assemblage B,Pièce C,CAM-1,False,Aucun,90.81,66.49,48.45,83.95,110.79,50.1,Accepté,Non vérifié,Après-midi,5.15
QC-01944,2026-05-21 15:00,Ligne Assemblage B,Boîte D,CAM-2,False,Aucun,75.22,85.6,48.7,78.71,127.42,27.0,Accepté,Non vérifié,Nuit,2.35
QC-01945,2026-04-27 21:15,Ligne Assemblage B,Boîte D,CAM-2,False,Aucun,72.66,78.0,51.0,77.63,115.55,46.8,Accepté,Validé,Nuit,0.27
QC-01946,2026-04-08 17:45,Machine Vision 2,Boîte D,CAM-6,False,Aucun,90.98,68.85,49.61,81.34,114.95,54.5,Accepté,Non vérifié,Matin,2.32
QC-01947,2026-03-04 16:45,Machine Vision 1,Pièce A,CAM-4,False,Aucun,84.53,63.18,48.55,78.51,132.25,8.3,Accepté,Non vérifié,Matin,2.61
QC-01948,2026-04-05 14:00,Presse A,Boîte D,CAM-4,False,Aucun,74.55,63.49,49.03,74.76,116.84,37.0,Accepté,Corrigé,Matin,4.53
QC-01949,2026-05-28 16:45,Machine Vision 2,Boîte D,CAM-1,False,Aucun,77.56,74.73,46.48,75.01,126.17,180.4,Accepté,Non vérifié,Nuit,6.96
QC-01950,2026-06-06 21:45,Presse A,Boîte D,CAM-5,True,Assemblage,80.42,49.07,49.69,84.36,133.0,58.3,Rejet,Corrigé,Matin,21.88
QC-01951,2026-06-18 21:45,Machine Vision 2,Pièce B,CAM-8,False,Aucun,93.26,69.37,47.44,80.86,,32.7,Accepté,Non vérifié,Matin,2.83
QC-01952,2026-01-08 11:45,Convoyeur C,Boîte D,CAM-8,True,Rayure,66.89,38.58,49.73,80.96,112.03,117.6,Accepté,Corrigé,Après-midi,56.59
QC-01953,2026-04-09 20:15,Machine Vision 1,Pièce A,CAM-1,True,Fissure,82.82,27.34,45.42,79.16,129.59,28.9,Rejet,Corrigé,Après-midi,12.66
QC-01954,2026-03-26 16:45,Ligne Assemblage B,Pièce A,CAM-8,True,Assemblage,81.73,63.74,49.67,79.16,117.26,37.5,Rejet,Corrigé,Nuit,171.22
QC-01955,2026-03-27 12:30,Ligne Assemblage B,Pièce A,CAM-1,False,Aucun,71.48,59.06,48.26,77.67,124.07,13.7,Accepté,Non vérifié,Matin,5.85
QC-01956,2026-02-21 12:45,Machine Vision 1,Pièce B,CAM-8,True,Assemblage,70.69,36.32,48.69,80.71,133.8,62.7,Accepté,Non vérifié,Après-midi,166.24
QC-01957,2026-04-23 15:00,Convoyeur C,Pièce B,CAM-4,False,Aucun,80.37,73.85,50.24,75.28,120.34,89.6,Accepté,Validé,Matin,5.97
QC-01958,2026-06-17 07:15,Machine Vision 2,Pièce C,CAM-2,True,Rayure,66.52,62.1,47.38,78.98,126.57,35.5,Accepté,Corrigé,Après-midi,26.08
QC-01959,2026-05-20 22:45,Convoyeur C,Boîte D,CAM-1,False,Aucun,81.19,84.55,52.48,81.82,123.49,134.3,Accepté,Validé,Après-midi,0.32
QC-01960,2026-06-02 19:45,Machine Vision 2,Pièce B,CAM-7,True,Fissure,70.4,64.33,53.04,81.19,125.44,49.1,Accepté,Non vérifié,Après-midi,14.08
QC-01961,2026-01-29 17:30,Presse A,Boîte D,CAM-3,True,Fissure,80.43,48.44,45.37,80.78,125.82,204.3,Rejet,Non vérifié,Après-midi,128.56
QC-01962,2026-05-30 21:15,Convoyeur C,Pièce B,CAM-5,False,Aucun,79.92,83.63,49.35,82.91,114.58,166.2,Accepté,Corrigé,Nuit,3.49
QC-01963,2026-04-11 09:15,Machine Vision 1,Boîte D,CAM-8,False,Aucun,80.66,53.05,50.17,77.48,129.94,60.1,Accepté,Corrigé,Après-midi,2.04
QC-01964,2026-05-26 08:00,Convoyeur C,Pièce B,CAM-2,True,Dimension,84.62,28.51,49.01,79.22,133.11,74.4,Rejet,Corrigé,Matin,
QC-01965,2026-04-24 11:45,Presse A,Pièce A,CAM-7,False,Aucun,86.04,56.75,53.02,79.06,127.21,120.6,Accepté,Non vérifié,Nuit,5.48
QC-01966,2026-02-24 07:00,Machine Vision 2,Pièce C,CAM-2,True,Rayure,64.12,69.86,48.77,81.75,129.38,87.6,Accepté,Validé,Après-midi,92.04
QC-01967,2026-06-06 08:00,Ligne Assemblage B,Pièce B,CAM-6,True,Déformation,96.87,48.37,50.33,78.21,117.01,13.5,Rejet,Corrigé,Matin,161.23
QC-01968,2026-02-15 09:15,Machine Vision 1,Pièce C,CAM-6,False,Aucun,78.24,81.87,48.72,75.57,112.05,69.3,Accepté,Non vérifié,Matin,5.07
QC-01969,2026-03-07 17:15,Machine Vision 2,Boîte D,CAM-6,True,Assemblage,94.22,31.01,44.25,81.18,120.55,43.3,Rejet,Corrigé,Nuit,161.26
QC-01970,2026-02-26 22:30,Machine Vision 2,Pièce B,CAM-7,True,Rayure,75.27,68.65,49.39,78.22,117.87,76.3,Rejet,Corrigé,Matin,68.13
QC-01971,2026-01-20 15:15,Presse A,Boîte D,CAM-7,True,Rayure,85.7,38.64,50.45,78.38,114.67,58.1,Rejet,Corrigé,Nuit,153.05
QC-01972,2026-03-23 15:00,Machine Vision 2,Pièce B,CAM-6,True,Rayure,97.0,55.3,51.64,81.41,131.0,12.7,Rejet,Non vérifié,Après-midi,116.07
QC-01973,2026-04-15 11:30,Machine Vision 1,Pièce C,CAM-2,True,Rayure,81.02,46.38,49.64,84.85,112.54,91.9,Rejet,Non vérifié,Matin,13.24
QC-01974,2026-06-22 22:30,Ligne Assemblage B,Pièce A,CAM-6,True,Déformation,86.3,,49.27,79.87,131.51,9.6,Rejet,Validé,Après-midi,30.6
QC-01975,2026-06-18 10:30,Ligne Assemblage B,Boîte D,CAM-2,False,Aucun,,55.65,49.84,79.11,118.78,220.2,Accepté,Validé,Matin,2.34
QC-01976,2026-01-14 07:15,Presse A,Pièce A,CAM-5,False,Aucun,77.96,65.43,50.49,83.18,121.75,77.8,Accepté,Non vérifié,Matin,2.78
QC-01977,2026-06-05 11:00,Machine Vision 1,Boîte D,CAM-5,False,Aucun,97.14,95.7,46.08,83.91,126.71,129.8,Accepté,Non vérifié,Après-midi,4.0
QC-01978,2026-06-28 17:00,Ligne Assemblage B,Pièce A,CAM-5,False,Aucun,84.18,66.64,49.17,83.58,120.71,161.9,Accepté,Corrigé,Nuit,2.1
QC-01979,2026-04-14 17:00,Machine Vision 1,Pièce C,CAM-2,False,Aucun,72.63,70.98,49.98,78.85,119.52,86.5,Accepté,Non vérifié,Après-midi,0.09
QC-01980,2026-06-19 16:30,Convoyeur C,Pièce A,CAM-5,False,Aucun,81.62,82.84,53.02,88.64,99.78,205.6,Accepté,Validé,Matin,7.72
QC-01981,2026-04-19 07:15,Convoyeur C,Boîte D,CAM-4,False,Aucun,76.49,74.38,51.02,80.71,123.72,72.1,Accepté,Corrigé,Après-midi,1.14
QC-01982,2026-04-05 10:00,Convoyeur C,Pièce A,CAM-1,False,Aucun,70.54,79.52,51.22,78.54,101.59,36.0,Accepté,Validé,Après-midi,6.13
QC-01983,2026-06-09 19:00,Machine Vision 2,Pièce B,CAM-3,False,Aucun,82.72,62.18,51.48,81.83,125.86,131.9,Accepté,Non vérifié,Matin,1.61
QC-01984,2026-01-17 14:45,Machine Vision 2,Boîte D,CAM-3,False,Aucun,72.38,92.27,53.89,75.97,111.99,75.9,Accepté,Non vérifié,Matin,1.53
QC-01985,2026-05-22 13:15,Ligne Assemblage B,Pièce C,CAM-5,False,Aucun,88.26,58.04,49.07,81.44,117.57,119.6,Accepté,Corrigé,Nuit,7.46
QC-01986,2026-02-05 21:30,Machine Vision 1,Boîte D,CAM-1,False,Aucun,95.67,72.71,49.14,80.81,,73.9,Accepté,Corrigé,Après-midi,7.09
QC-01987,2026-01-14 14:30,Machine Vision 2,Pièce C,CAM-6,False,Aucun,94.97,65.45,48.47,86.01,130.26,51.7,Accepté,Corrigé,Nuit,2.51
QC-01988,2026-06-02 18:00,Machine Vision 2,Boîte D,CAM-8,False,Aucun,76.44,76.24,47.28,79.43,122.43,169.7,Accepté,Non vérifié,Matin,1.52
QC-01989,2026-04-25 13:45,Ligne Assemblage B,Pièce B,CAM-1,False,Aucun,88.07,55.08,49.27,83.24,126.36,276.4,Accepté,Validé,Matin,1.89
QC-01990,2026-06-27 19:15,Machine Vision 2,Boîte D,CAM-5,False,Aucun,85.24,83.35,51.75,82.43,136.61,11.6,Accepté,Corrigé,Après-midi,1.07
QC-01991,2026-02-20 12:15,Machine Vision 1,Pièce B,CAM-4,False,Aucun,87.44,95.06,50.7,82.23,117.84,53.9,Accepté,Validé,Matin,1.4
QC-01992,2026-05-09 12:30,Ligne Assemblage B,Pièce B,CAM-5,True,Fissure,61.2,65.4,48.13,84.47,120.06,108.0,Accepté,Non vérifié,Nuit,152.23
QC-01993,2026-05-12 14:15,Presse A,Pièce C,CAM-6,False,Aucun,81.96,97.39,48.93,76.79,119.55,16.2,Accepté,Validé,Matin,6.85
QC-01994,2026-06-20 10:45,Convoyeur C,Pièce B,CAM-5,False,Aucun,73.42,81.07,50.97,81.57,121.67,77.2,Accepté,Validé,Nuit,7.02
QC-01995,2026-05-21 20:45,Ligne Assemblage B,Boîte D,CAM-5,False,Aucun,96.61,71.3,48.26,80.93,113.62,56.1,Accepté,Non vérifié,Matin,5.51
QC-01996,2026-05-30 12:45,Presse A,Pièce C,CAM-1,False,Aucun,96.16,67.7,50.19,77.16,116.99,30.4,Accepté,Validé,Matin,2.02
QC-01997,2026-05-12 19:00,Ligne Assemblage B,Boîte D,CAM-3,False,Aucun,76.37,60.08,48.35,79.9,118.15,48.9,Accepté,Corrigé,Matin,1.07
QC-01998,2026-01-22 11:45,Machine Vision 2,Pièce C,CAM-8,False,Aucun,92.15,53.26,51.89,79.77,127.89,59.1,Accepté,Non vérifié,Nuit,3.93
QC-01999,2026-03-17 20:00,Machine Vision 1,Pièce B,CAM-3,False,Aucun,79.73,97.63,49.98,76.36,129.38,115.9,Accepté,Corrigé,Après-midi,3.56
QC-02000,2026-05-07 10:00,Machine Vision 1,Pièce C,CAM-1,False,Aucun,77.36,55.42,51.28,80.17,118.94,56.7,Accepté,Validé,Matin,3.84
QC-02001,2026-05-05 19:30,Convoyeur C,Pièce B,CAM-5,False,Aucun,94.94,91.38,47.2,80.3,129.49,17.4,Accepté,Corrigé,Nuit,2.9
QC-02002,2026-06-29 12:00,Presse A,Pièce C,CAM-5,False,Aucun,94.27,65.83,51.46,74.26,110.83,28.8,Accepté,Corrigé,Matin,5.3
QC-02003,2026-01-05 21:00,Ligne Assemblage B,Pièce B,CAM-8,False,Aucun,95.35,80.42,50.75,80.14,129.45,275.8,Accepté,Validé,Matin,3.22
QC-02004,2026-03-28 18:00,Machine Vision 2,Pièce A,CAM-4,True,Assemblage,60.54,46.55,48.44,79.96,111.62,65.9,Accepté,Non vérifié,Nuit,138.59
QC-02005,2026-06-04 19:00,Machine Vision 2,Pièce B,CAM-1,True,Assemblage,64.39,28.42,51.31,75.76,121.54,114.5,Accepté,Corrigé,Après-midi,159.63
QC-02006,2026-03-12 12:30,Machine Vision 1,Pièce B,CAM-5,False,Aucun,73.5,87.85,46.68,79.11,135.98,196.3,Accepté,Corrigé,Nuit,6.6
QC-02007,2026-02-13 14:45,Convoyeur C,Pièce A,CAM-3,True,Couleur,77.82,26.32,45.84,83.03,121.04,167.6,Rejet,Corrigé,Nuit,47.86
QC-02008,2026-04-03 06:15,Machine Vision 1,Pièce B,CAM-6,False,Aucun,81.06,84.23,49.97,83.7,117.76,83.8,Accepté,Validé,Nuit,2.75
QC-02009,2026-06-16 07:15,Presse A,Pièce A,CAM-7,True,Couleur,79.21,58.96,50.79,73.42,132.77,174.0,Rejet,Non vérifié,Matin,89.93
QC-02010,2026-04-10 19:30,Ligne Assemblage B,Pièce B,CAM-2,True,Dimension,62.96,59.69,49.01,87.12,126.17,55.3,Accepté,Validé,Après-midi,174.66
QC-02011,2026-06-06 18:15,Machine Vision 2,Pièce A,CAM-3,True,Rayure,64.5,47.42,50.31,80.9,114.43,58.4,Accepté,Corrigé,Matin,133.05
QC-02012,2026-04-26 07:45,Convoyeur C,Pièce C,CAM-4,False,Aucun,86.7,78.83,52.66,82.0,124.07,299.3,Accepté,Validé,Matin,1.86
QC-02013,2026-02-20 20:30,Convoyeur C,Boîte D,CAM-3,True,Déformation,83.95,28.93,47.68,83.82,123.99,84.3,Rejet,Corrigé,Matin,102.73
QC-02014,2026-01-05 14:15,Machine Vision 2,Pièce B,CAM-6,True,Déformation,98.01,27.89,50.9,76.23,121.37,28.9,Rejet,Validé,Nuit,97.22
QC-02015,2026-05-31 16:00,Ligne Assemblage B,Pièce C,CAM-4,True,Dimension,57.99,58.09,48.98,78.05,118.61,54.9,Accepté,Corrigé,Matin,107.34
QC-02016,2026-03-07 13:45,Presse A,Pièce C,CAM-4,False,Aucun,93.46,89.95,49.13,74.63,132.8,55.3,Accepté,Validé,Matin,4.9
QC-02017,2026-01-22 12:00,Ligne Assemblage B,Pièce A,CAM-4,True,Rayure,88.84,25.38,49.43,84.23,123.96,23.8,Rejet,Corrigé,Après-midi,52.01
QC-02018,2026-05-15 20:00,Ligne Assemblage B,Boîte D,CAM-2,False,Aucun,77.71,95.57,49.3,81.88,114.89,35.9,Accepté,Validé,Après-midi,4.55
QC-02019,2026-05-03 07:45,Convoyeur C,Pièce B,CAM-1,False,Aucun,75.38,62.01,51.71,83.44,130.88,97.0,Accepté,Non vérifié,Matin,2.72
QC-02020,2026-05-30 19:00,Machine Vision 1,Boîte D,CAM-7,False,Aucun,74.32,85.62,50.36,87.84,116.01,29.9,Accepté,Corrigé,Matin,4.19
QC-02021,2026-02-22 17:00,Machine Vision 2,Pièce B,CAM-1,False,Aucun,86.99,50.78,51.8,81.08,121.3,224.2,Accepté,Validé,Après-midi,6.76
QC-02022,2026-03-17 15:00,Presse A,Pièce B,CAM-6,False,Aucun,81.91,81.08,47.54,83.37,114.59,56.6,Accepté,Validé,Matin,7.0
QC-02023,2026-04-16 06:45,Presse A,Pièce C,CAM-1,True,Rayure,67.44,38.76,47.62,74.86,121.6,66.3,Accepté,Validé,Nuit,45.02
QC-02024,2026-01-01 22:30,Machine Vision 1,Pièce C,CAM-4,False,Aucun,94.18,80.88,48.15,79.38,115.11,32.5,Accepté,Validé,Après-midi,3.81
QC-02025,2026-01-01 18:15,Presse A,Pièce C,CAM-4,False,Aucun,74.28,53.19,49.7,82.24,117.65,74.6,Accepté,Validé,Matin,7.46
QC-02026,2026-01-04 09:15,Convoyeur C,Pièce B,CAM-6,True,Fissure,65.75,53.86,52.76,75.47,120.31,19.3,Accepté,Corrigé,Après-midi,175.53
QC-02027,2026-03-23 16:45,Presse A,Boîte D,CAM-7,False,Aucun,75.31,69.16,52.63,77.09,124.28,52.8,Accepté,Non vérifié,Après-midi,3.4
